 Mortalidade - Brasil
Óbitos p/Residênc por Município e Ano do Óbito
Faixa Etária: 1 a 4 anos
Período:1996-2012
"Município";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"Total"
"420910 Joinville";23;16;23;16;12;13;16;11;15;10;14;11;8;14;10;10;11;233
"420915 José Boiteux";-;-;-;-;1;1;2;2;-;-;1;-;-;1;-;-;-;8
"420917 Jupiá";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2
"420920 Lacerdópolis";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"420930 Lages";17;9;9;11;8;7;9;11;9;6;5;2;5;3;3;3;1;118
"420940 Laguna";4;3;3;-;-;3;2;-;1;2;3;1;-;1;-;-;1;24
"420945 Lajeado Grande";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"420950 Laurentino";-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;2
"420960 Lauro Muller";1;1;1;1;2;1;-;-;-;-;3;-;-;-;-;2;2;14
"420970 Lebon Régis";-;4;1;4;1;3;1;-;1;-;2;-;-;-;-;-;1;18
"420980 Leoberto Leal";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"420985 Lindóia do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"420990 Lontras";-;-;1;-;-;1;-;-;-;-;1;-;1;1;-;-;-;5
"421000 Luiz Alves";1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2
"421003 Luzerna";-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;3
"421010 Mafra";6;2;10;2;4;7;2;2;1;1;2;4;1;4;-;2;2;52
"421020 Major Gercino";1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"421030 Major Vieira";1;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;1;5
"421040 Maracajá";-;-;-;1;-;-;2;-;-;-;-;-;-;-;1;-;-;4
"421050 Maravilha";3;1;1;1;2;1;1;-;-;-;-;-;1;-;2;-;-;13
"421055 Marema";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"421060 Massaranduba";-;2;1;-;-;-;1;-;1;3;-;1;-;-;-;-;-;9
"421070 Matos Costa";-;-;-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;3
"421080 Meleiro";-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"421090 Modelo";-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;3
"421100 Mondaí";1;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;-;4
"421105 Monte Carlo";-;2;2;-;-;1;-;-;1;1;-;-;-;-;-;-;-;7
"421110 Monte Castelo";1;1;1;3;3;1;-;-;-;-;-;-;-;-;2;-;1;13
"421120 Morro da Fumaça";2;-;-;-;-;2;-;-;2;1;-;-;-;-;-;-;-;7
"421130 Navegantes";2;3;2;5;3;4;5;4;2;1;-;2;3;1;-;2;2;41
"421140 Nova Erechim";-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;3
"421145 Nova Itaberaba";-;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;1;4
"421150 Nova Trento";-;-;-;-;-;1;-;-;-;-;1;1;-;1;1;-;-;5
"421160 Nova Veneza";-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;1;1;5
"421165 Novo Horizonte";1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3
"421170 Orleans";5;-;-;1;1;2;-;-;1;-;-;2;1;-;1;-;-;14
"421175 Otacílio Costa";-;-;2;1;2;-;-;1;1;-;-;-;-;-;2;-;-;9
"421180 Ouro";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"421185 Ouro Verde";-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"421189 Painel";-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;3
"421190 Palhoça";14;9;4;4;8;8;4;2;4;6;-;3;4;3;-;-;2;75
"421200 Palma Sola";-;2;-;1;1;-;-;-;-;2;1;-;-;-;1;-;-;8
"421210 Palmitos";3;-;4;1;-;-;-;1;-;-;-;-;-;1;1;-;1;12
"421220 Papanduva";1;-;1;2;2;4;1;1;1;-;-;1;-;2;1;-;-;17
"421223 Paraíso";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"421225 Passo de Torres";-;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;3
"421227 Passos Maia";-;1;1;1;1;-;-;1;-;-;-;-;1;-;-;-;-;6
"421230 Paulo Lopes";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3
"421240 Pedras Grandes";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"421250 Penha";2;1;2;1;1;-;1;2;-;-;-;1;-;-;-;2;-;13
"421260 Peritiba";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;2
"421270 Petrolândia";1;2;-;-;-;-;-;-;-;1;1;-;1;-;1;-;-;7
"421290 Pinhalzinho";-;2;1;1;-;-;-;-;-;-;-;-;-;1;-;-;2;7
"421300 Pinheiro Preto";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"421310 Piratuba";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"421315 Planalto Alegre";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"421320 Pomerode";-;-;1;1;-;-;1;-;-;-;-;1;1;3;-;-;1;9
"421330 Ponte Alta";-;-;-;-;2;-;1;-;-;1;1;-;1;1;-;-;1;8
"421335 Ponte Alta do Norte";1;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;4
"421340 Ponte Serrada";4;1;1;-;-;-;-;-;-;-;1;-;1;1;1;-;-;10
"421350 Porto Belo";-;2;2;-;1;-;1;-;-;-;-;1;3;-;-;-;1;11
"421360 Porto União";4;2;5;1;7;2;1;2;3;1;2;2;1;2;1;1;1;38
"421370 Pouso Redondo";1;1;-;1;1;-;2;-;-;1;2;-;-;-;-;1;-;10
"421380 Praia Grande";-;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;-;3
"421400 Presidente Getúlio";-;-;-;-;-;2;-;1;-;-;1;-;1;1;1;-;-;7
"421415 Princesa";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"421420 Quilombo";1;-;-;1;-;1;-;-;-;-;-;1;-;1;-;-;-;5
"421430 Rancho Queimado";-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;2
"421440 Rio das Antas";1;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;4
"421450 Rio do Campo";-;-;-;1;1;-;2;1;-;-;-;1;1;1;-;-;1;9
"421460 Rio do Oeste";1;-;-;-;-;-;-;1;-;-;1;-;1;1;-;-;-;5
"421480 Rio do Sul";3;3;2;3;3;1;1;5;3;2;1;-;2;-;4;-;3;36
"421470 Rio dos Cedros";1;-;-;-;-;2;1;-;-;-;-;-;-;-;-;1;-;5
"421490 Rio Fortuna";1;-;-;1;-;-;-;-;1;2;-;-;-;-;-;-;-;5
"421500 Rio Negrinho";2;2;6;-;3;3;1;4;1;2;3;4;-;-;2;-;2;35
"421505 Rio Rufino";-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;3
"421507 Riqueza";1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"421510 Rodeio";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"421520 Romelândia";-;1;1;1;1;-;-;2;-;1;-;2;-;-;-;-;-;9
"421530 Salete";-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;3
"421535 Saltinho";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"421540 Salto Veloso";-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"421545 Sangão";1;-;-;-;1;1;1;-;-;-;1;-;1;-;1;2;-;9
"421550 Santa Cecília";2;2;1;6;1;1;1;-;1;1;-;1;1;1;1;1;2;23
"421555 Santa Helena";-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;3
"421560 Santa Rosa de Lima";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"421565 Santa Rosa do Sul";-;-;1;-;-;-;1;-;-;-;2;-;-;-;-;-;-;4
"421567 Santa Terezinha";-;3;-;1;-;-;-;1;-;-;1;-;1;-;1;-;-;8
"421568 Santa Terezinha do Progresso";-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2
"421570 Santo Amaro da Imperatriz";-;1;-;-;-;-;-;1;-;2;-;-;1;1;-;-;-;6
"421580 São Bento do Sul";4;8;2;-;3;3;3;2;4;2;1;-;1;3;3;2;4;45
"421575 São Bernardino";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"421590 São Bonifácio";-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"421600 São Carlos";2;-;-;-;-;-;1;2;1;1;-;-;-;-;-;-;1;8
"421605 São Cristovão do Sul";-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;3
"421610 São Domingos";1;-;-;1;1;1;-;1;-;-;-;1;2;-;2;-;-;10
"421620 São Francisco do Sul";1;1;2;1;2;1;1;2;1;4;2;-;-;2;2;1;1;24
"421630 São João Batista";1;1;-;1;1;-;1;-;1;-;1;-;-;-;-;-;1;8
"421625 São João do Oeste";1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"421640 São João do Sul";-;-;-;1;-;-;-;1;2;-;1;-;-;-;-;-;-;5
"421650 São Joaquim";1;2;-;-;2;2;1;-;-;1;1;-;-;-;-;1;2;13
"421660 São José";11;13;8;3;8;7;4;4;6;5;4;-;2;4;4;8;1;92
"421670 São José do Cedro";2;-;1;1;1;-;1;-;-;-;-;1;-;-;-;-;-;7
"421680 São José do Cerrito";1;1;-;-;-;2;-;-;-;-;1;-;-;-;1;-;-;6
"421690 São Lourenço do Oeste";4;2;2;-;-;-;4;2;1;1;-;1;1;-;-;-;1;19
"421700 São Ludgero";2;1;-;-;1;-;-;-;3;1;4;-;-;-;-;-;-;12
"421720 São Miguel do Oeste";4;6;1;2;2;3;3;3;2;1;1;1;3;-;-;1;1;34
"421725 São Pedro de Alcântara";-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;1;4
"421730 Saudades";1;-;2;-;-;-;-;-;1;-;-;1;-;-;-;-;-;5
"421740 Schroeder";1;-;-;-;1;2;-;1;-;-;-;1;-;-;-;-;-;6
"421750 Seara";-;1;3;-;2;-;2;1;1;1;-;-;1;-;-;-;-;12
"421755 Serra Alta";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"421760 Siderópolis";1;-;-;2;-;-;1;-;-;-;-;-;-;1;-;-;-;5
"421770 Sombrio";2;1;1;-;2;2;1;4;-;1;-;2;-;-;1;-;-;17
"421775 Sul Brasil";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"421780 Taió";2;2;-;-;-;-;-;1;-;-;1;-;3;-;1;1;-;11
"421790 Tangará";1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"421795 Tigrinhos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"421800 Tijucas";3;1;1;-;1;1;2;2;1;2;-;1;1;-;-;2;-;18
"421810 Timbé do Sul";-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3
"421820 Timbó";-;1;-;1;1;-;1;1;-;1;-;-;-;2;1;1;-;10
"421825 Timbó Grande";-;1;1;1;1;1;1;1;1;2;1;1;-;-;-;-;1;13
"421830 Três Barras";4;2;3;5;2;2;2;1;1;-;-;-;3;1;1;2;-;29
"421840 Treze de Maio";1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;3
"421850 Treze Tílias";-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;3
"421860 Trombudo Central";-;1;1;-;-;1;1;-;-;-;-;-;1;-;1;-;-;6
"421870 Tubarão";3;5;1;1;2;4;6;4;1;1;1;1;2;2;2;-;2;38
"421880 Turvo";1;-;-;-;-;-;3;-;-;-;1;1;-;-;-;-;-;6
"421890 Urubici";-;1;1;-;-;-;1;-;-;-;-;1;-;-;1;-;-;5
"421900 Urussanga";-;-;1;2;1;-;-;-;-;-;1;1;-;-;-;-;1;7
"421910 Vargeão";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"421915 Vargem";-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;3
"421917 Vargem Bonita";-;1;-;1;-;-;-;1;-;2;-;-;-;-;-;-;-;5
"421920 Vidal Ramos";-;1;1;-;-;-;1;-;1;1;-;-;-;-;-;-;-;5
"421930 Videira";3;4;2;3;2;1;5;4;2;3;3;-;1;1;1;-;-;35
"421935 Vitor Meireles";1;-;1;1;-;-;2;1;-;-;-;-;-;1;1;1;1;10
"421940 Witmarsum";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;2
"421950 Xanxerê";4;5;2;2;2;2;4;1;1;-;2;1;-;1;4;2;3;36
"421960 Xavantina";-;-;-;-;-;2;-;1;-;-;-;-;-;1;-;-;-;4
"421970 Xaxim";3;1;1;2;1;-;-;-;-;-;2;-;1;1;2;-;1;15
"421985 Zortéa";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"420000 Município ignorado - SC";-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;2
"430003 Aceguá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"430005 Água Santa";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430010 Agudo";-;1;1;1;3;1;-;-;-;2;-;-;1;2;-;-;-;12
"430020 Ajuricaba";-;-;2;-;1;-;1;1;-;-;-;1;-;-;-;-;-;6
"430030 Alecrim";-;-;1;-;-;-;2;-;-;-;-;-;1;-;1;-;1;6
"430040 Alegrete";2;1;3;5;3;7;3;1;1;3;1;-;4;4;2;1;2;43
"430045 Alegria";-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;1;3
"430050 Alpestre";-;2;1;2;-;-;2;1;-;1;-;2;-;-;-;1;-;12
"430055 Alto Alegre";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"430057 Alto Feliz";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;2
"430060 Alvorada";15;26;20;11;13;10;10;10;12;8;6;7;10;4;15;-;6;183
"430063 Amaral Ferrador";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"430064 Ametista do Sul";1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2
"430070 Anta Gorda";-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;2
"430080 Antônio Prado";-;-;-;-;2;-;-;2;-;2;-;-;-;-;1;-;1;8
"430085 Arambaré";3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;5
"430087 Araricá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"430090 Aratiba";-;1;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;3
"430100 Arroio do Meio";-;-;-;2;-;-;-;-;-;-;-;-;3;-;-;-;-;5
"430105 Arroio do Sal";1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;3
"430120 Arroio do Tigre";5;2;3;-;-;-;-;3;2;-;1;-;-;-;-;-;-;16
"430110 Arroio dos Ratos";1;-;2;2;2;-;3;2;1;1;2;2;1;1;-;-;-;20
"430130 Arroio Grande";1;-;1;3;2;3;-;2;-;2;3;1;2;-;-;-;1;21
"430140 Arvorezinha";-;-;1;-;-;1;-;1;-;-;1;-;-;1;1;-;1;7
"430150 Augusto Pestana";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"430155 Áurea";-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;3
"430160 Bagé";10;7;9;2;3;7;6;6;7;6;-;3;1;-;4;-;1;72
"430163 Balneário Pinhal";-;-;-;2;1;1;1;1;-;1;2;1;-;-;-;-;1;11
"430165 Barão";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;2
"430170 Barão de Cotegipe";-;1;1;-;1;-;-;-;1;-;-;1;-;-;-;-;-;5
"430175 Barão do Triunfo";1;-;-;1;-;-;2;-;1;-;-;2;-;-;-;-;-;7
"430187 Barra do Quaraí";-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;3
"430190 Barra do Ribeiro";1;-;-;-;-;2;1;-;-;-;-;-;-;2;-;-;2;8
"430192 Barra do Rio Azul";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"430180 Barracão";-;2;1;-;-;-;2;-;1;-;-;-;-;-;-;-;-;6
"430200 Barros Cassal";1;1;2;3;-;-;-;-;-;-;-;-;1;-;-;-;3;11
"430205 Benjamin Constant do Sul";-;-;-;-;2;1;-;-;-;-;-;1;-;-;-;-;-;4
"430210 Bento Gonçalves";3;3;2;5;-;3;3;1;1;1;4;3;1;1;2;4;2;39
"430215 Boa Vista das Missões";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"430220 Boa Vista do Buricá";-;-;-;1;2;1;-;1;-;-;-;-;-;-;-;-;-;5
"430223 Boa Vista do Incra";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"430225 Boa Vista do Sul";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430230 Bom Jesus";3;-;-;-;1;2;-;1;-;1;-;-;1;-;-;-;1;10
"430235 Bom Princípio";1;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"430237 Bom Progresso";-;1;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;4
"430240 Bom Retiro do Sul";-;-;1;1;-;2;-;-;-;1;-;2;1;-;-;-;1;9
"430245 Boqueirão do Leão";-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"430250 Bossoroca";1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3
"430260 Braga";-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;3
"430265 Brochier";-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;-;3
"430270 Butiá";2;1;-;1;-;1;-;1;-;1;1;1;1;-;1;-;1;12
"430280 Caçapava do Sul";2;2;3;-;2;-;3;1;1;-;1;2;-;-;1;4;1;23
"430290 Cacequi";1;2;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;6
"430300 Cachoeira do Sul";3;2;5;-;4;12;-;3;3;4;2;1;1;4;2;4;6;56
"430310 Cachoeirinha";5;4;7;7;9;7;7;5;3;-;6;1;2;-;5;5;2;75
"430320 Cacique Doble";-;-;1;-;-;-;-;1;1;1;-;2;-;-;-;-;-;6
"430330 Caibaté";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"430340 Caiçara";1;1;-;-;-;-;1;1;1;-;-;-;-;-;1;-;-;6
"430350 Camaquã";-;2;5;4;8;3;3;2;1;2;5;3;1;2;1;-;-;42
"430355 Camargo";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2
"430360 Cambará do Sul";1;2;2;1;2;1;-;1;-;-;-;-;-;-;-;-;1;11
"430370 Campina das Missões";-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;2
"430380 Campinas do Sul";-;1;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;4
"430390 Campo Bom";6;1;4;3;3;2;2;2;-;1;-;-;2;2;1;2;5;36
"430400 Campo Novo";1;1;-;1;1;-;-;1;-;-;-;-;-;-;-;-;1;6
"430410 Campos Borges";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430420 Candelária";4;2;-;3;-;2;2;3;2;2;1;-;-;2;3;1;-;27
"430430 Cândido Godói";-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;2
"430435 Candiota";-;1;1;1;-;-;-;-;1;1;-;-;-;-;-;-;-;5
"430440 Canela";-;1;3;-;3;5;2;1;1;1;1;1;-;1;-;-;-;20
"430450 Canguçu";3;1;6;1;5;3;4;1;2;2;3;1;2;4;2;-;-;40
"430460 Canoas";17;13;32;17;13;17;17;17;13;14;15;15;11;15;9;12;3;250
"430463 Capão da Canoa";1;5;1;2;1;1;2;-;2;2;1;2;3;2;-;1;-;26
"430466 Capão do Leão";1;3;2;3;1;2;-;1;-;-;-;1;1;-;1;-;-;16
"430468 Capela de Santana";-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;2;4
"430469 Capitão";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"430467 Capivari do Sul";-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;2
"430471 Caraá";-;-;-;-;-;-;1;1;-;-;-;-;-;1;-;-;2;5
"430470 Carazinho";2;2;4;2;4;2;2;2;3;-;1;1;1;1;-;4;1;32
"430480 Carlos Barbosa";-;-;1;1;-;-;-;1;-;-;-;2;-;1;-;-;1;7
"430490 Casca";-;-;-;-;-;-;1;-;1;1;-;-;1;1;-;-;1;6
"430500 Catuípe";1;1;-;-;-;1;1;-;-;1;-;-;2;-;-;1;-;8
"430510 Caxias do Sul";17;17;14;14;13;19;11;11;12;13;14;8;13;10;14;13;10;223
"430511 Centenário";-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;3
"430512 Cerrito";-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;2
"430513 Cerro Branco";1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"430515 Cerro Grande";-;-;-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;3
"430517 Cerro Grande do Sul";-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"430520 Cerro Largo";1;-;1;-;1;1;-;-;-;-;1;-;-;1;-;1;-;7
"430530 Chapada";-;1;1;-;1;-;2;1;-;-;-;-;1;-;-;1;-;8
"430535 Charqueadas";-;-;2;1;-;1;-;-;1;-;4;-;-;-;-;-;1;10
"430537 Charrua";-;-;-;-;1;-;1;2;1;-;-;1;-;-;1;-;-;7
"430540 Chiapetta";-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;3
"430543 Chuí";-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;2
"430544 Chuvisca";-;-;-;-;-;1;1;-;-;2;-;-;-;-;-;-;-;4
"430545 Cidreira";-;-;-;-;2;-;-;1;-;1;-;-;-;-;-;-;-;4
"430550 Ciríaco";-;-;2;-;1;-;-;-;1;1;-;-;-;-;-;-;-;5
"430560 Colorado";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430570 Condor";-;1;-;1;-;1;-;-;-;-;2;-;-;-;-;-;-;5
"430580 Constantina";1;1;-;-;-;-;1;1;1;1;1;-;-;-;-;1;1;9
"430585 Coqueiros do Sul";-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;2
"430587 Coronel Barros";1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2
"430590 Coronel Bicaco";-;-;2;1;1;-;2;-;-;-;1;1;-;1;1;-;1;11
"430595 Cotiporã";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430597 Coxilha";1;-;-;-;-;1;-;-;-;1;-;-;-;1;1;-;-;5
"430600 Crissiumal";1;-;2;1;-;1;-;1;-;-;-;-;-;1;-;-;-;7
"430605 Cristal";1;-;1;-;-;1;-;1;-;-;-;-;-;-;1;-;-;5
"430607 Cristal do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"430610 Cruz Alta";3;7;8;4;2;3;3;2;2;1;1;1;-;1;2;-;2;42
"430613 Cruzaltense";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"430620 Cruzeiro do Sul";1;-;-;-;-;1;-;1;-;1;-;1;1;-;-;-;-;6
"430630 David Canabarro";-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;1;4
"430632 Derrubadas";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430635 Dezesseis de Novembro";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;2
"430640 Dois Irmãos";2;1;1;1;-;1;-;2;-;1;-;2;-;-;1;1;1;14
"430645 Dois Lajeados";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430650 Dom Feliciano";1;2;-;3;-;-;-;-;-;-;1;-;-;1;-;-;-;8
"430660 Dom Pedrito";3;3;6;4;-;1;-;4;1;2;1;2;1;1;-;2;2;33
"430670 Dona Francisca";-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"430673 Doutor Maurício Cardoso";1;-;-;-;1;-;1;-;1;1;-;-;-;1;-;-;-;6
"430676 Eldorado do Sul";4;-;1;2;1;2;1;1;-;1;1;1;1;3;1;-;-;20
"430680 Encantado";2;2;-;-;2;-;-;1;-;1;-;-;2;-;-;-;-;10
"430690 Encruzilhada do Sul";2;-;1;-;1;2;1;1;3;1;-;2;-;-;1;1;3;19
"430692 Engenho Velho";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"430695 Entre Rios do Sul";1;-;1;-;-;1;-;-;-;-;-;1;-;-;-;-;-;4
"430693 Entre-Ijuís";-;2;1;-;-;-;-;1;1;-;1;-;-;-;-;1;-;7
"430697 Erebango";2;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;5
"430700 Erechim";7;7;7;9;2;4;2;8;2;4;-;1;2;2;1;2;3;63
"430705 Ernestina";1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;3
"430720 Erval Grande";-;1;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;4
"430730 Erval Seco";2;-;-;-;1;-;1;1;2;-;-;-;-;1;-;-;-;8
"430740 Esmeralda";-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"430745 Esperança do Sul";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430750 Espumoso";1;1;1;-;2;-;-;-;2;1;-;-;-;-;-;1;-;9
"430755 Estação";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430760 Estância Velha";1;2;3;2;1;1;3;1;1;1;-;2;1;-;1;1;1;22
"430770 Esteio";5;6;6;1;4;2;2;3;5;-;1;3;2;2;2;5;1;50
"430780 Estrela";2;1;-;1;2;1;1;-;2;1;1;-;-;-;2;-;-;14
"430781 Estrela Velha";-;1;1;-;-;-;-;-;-;-;-;-;-;1;-;1;-;4
"430783 Eugênio de Castro";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"430790 Farroupilha";3;1;4;2;1;3;-;1;3;-;1;1;2;2;2;-;1;27
"430800 Faxinal do Soturno";1;2;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;6
"430805 Faxinalzinho";-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;2
"430807 Fazenda Vilanova";-;1;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;4
"430810 Feliz";2;-;1;1;-;1;-;1;-;-;-;1;-;1;-;-;-;8
"430820 Flores da Cunha";2;1;-;-;1;-;-;1;-;-;-;2;-;1;-;1;-;9
"430830 Fontoura Xavier";-;-;-;1;1;-;-;2;-;-;-;1;-;-;-;1;-;6
"430840 Formigueiro";-;3;-;-;1;-;-;1;-;-;-;2;-;-;-;-;-;7
"430843 Forquetinha";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
